0,1,2,3,4,5,6,7
3 Bedroom Apartment at Pantang (Nursing Training),"Beds: 3, Baths: 3","Accra, Apartments","GH₵ 1,700 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Newlt Built Chamber&hall Apartment 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,31 days,,
Amazing Walled&gated Chamber&hall Apartment 4rent Spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 650 /month,31 days,,
gated 2bedrm 2washrm 4rent spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 850 /month,31 days,,
Executive New 2bedroom Apartment 2 People On The Compund 4rent Spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,700 /month",31 days,,
Marvelous 2bedroom Apartment+2washrms 4rent Spintex 1yr,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",31 days,,
Executive Walled And Gated 2bedroom Apartment 4rent Spintex 1yr,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",31 days,,
single room self contain apartment 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,31 days,,
Wal Chamba N Hal S/C 4rent Spintex 1year,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,31 days,,
3 Bedroom apartment for rent Lakeside Estate,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",31 days,,
3 bed apartment for rent taifa no way,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 850 /month,31 days,,
2 bed apartment for rent haatso bohye,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",31 days,,
3bed apartment rent lashibi,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",31 days,,
2bedroom apartments rent spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,31 days,,
2 BEDROOM EXECUTIVE WITH 3 WASHROOMS NEW @OGBOJO - adjirigano,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",31 days,,
Single Room S/C Apartment for Rent at Haatso.,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 380 /month,31 days,,
executive 4bed self compound @Dansoman,"Beds: 4, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",31 days,,
executive single room self contain@Dansoman,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 360 /month,31 days,,
spacious single room self contain @Banana in,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,31 days,,
MESMERIZED TWO MASTER BEDROOMS SELF CONTAINED APARTMENT AT ATOMIC,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,400 /month",31 days,,
SPACIOUS TWO BEDROOMS APARTMENT AT ATOMIC,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",31 days,,
3 Bedroom Apartment for Rent at Madina.,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",31 days,,
2 BEDROOM APARTMENT FOR RENT AT EAST LEGON HILLS(AGENCY TERMS APPLIED),"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",31 days,,
3 bedrm apartment at Adabraka near Ridge,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 7,100 /month",32 days,,
EXEC 3 BEDROOM S / C APT @ ABLEKUMA 4 RENT,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",32 days,,
Nice three bedroom @ Atasemanso,"Beds: 3, Baths: 2",MEMBER,"Kumasi, Apartments","GH₵ 1,600 /month",32 days,,
Renting this 2-bedroom apartment@Lashibi,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Newly Chamb n hall s/c in Awoshie Ablekuma,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
EXEC CHAMBER & HALL APT @ GIMPA JUNC FOR RENT,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",32 days,,
Three bed room flat at Maase-Adubinso for rent,"Beds: 3, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 300 /month,32 days,,
Chamber & hall S/C @ Westland 4 rent,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",32 days,,
Newly Lexus 3bed self contain apt @Spintex Bank,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",32 days,,
2 BEDROOMS FULLY FURNISHED APARTMENT AT NORTH LEGON,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,600 /month",32 days,,
EXEC 2 BEDROOM APT @ AWUDOME BIG BOSS 4 RENT,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,500 /month",32 days,,
TWO BEDROOMS APARTMENT - KOJOKROM,"Beds: 2, Baths: 1",MEMBER,"Sekondi Takoradi, Apartments",GH₵ 450 /month,32 days,,
EXEC 3 MASTER BEDROOM HOUSE @ KASOA FOR RENT,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 900 /month,32 days,,
Newly built three bed room flat at Santasi for rent,"Beds: 2, Baths: 2",MEMBER,"Kumasi, Apartments","GH₵ 1,000 /month",32 days,,
2 bedroom apartmnt for rent at pokuase amanfrom,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
1yr 3 Bedrooms Apt At DVLA Scc..,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
Executive 3 bedroom apartment for rent at Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 55,000 /month",32 days,,
Luxurious 2 bedroom apartment for rent at Spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 10,000 /month",32 days,,
Executive 3 bedroom apartment for rent at Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 9,000 /month",32 days,,
chamba n hall s c for rent at amasaman,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,32 days,,
One bedroom apartment at North Legon Haatso,"Beds: 1, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
2 bedroom executive s/c at santamaria,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",32 days,,
2 Bedrooms Apartment For Rent At Santa Maria,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
apartment for rent @ new market,"Beds: 2, Baths: 3","Accra, Apartments",GH₵ 750 /month,32 days,,,
"For sale,3bdrms apartment @East Airport","Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 5,300 /month",32 days,,
"3"" bedroom self Compound Spintex","Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",32 days,,
"For rent,2bdrms apartment @East Airport","Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 5,500 /month",32 days,,
Awesome 3bedroom Apartment 4rent Dansoman 1year,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",32 days,,
2 bedroom apartment for rent at Pokuase fise,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,32 days,,
Sweet Chamber And Hall Apartment 4rent Spintex 1year,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,32 days,,
foe rent 2 bedrooms apartment in Lashibi,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
CHAMBER AND HALL SELF-CONTAINED FOR RENT AT TSEAADDO,"Beds: 2, Baths: 1","Greater Accra, Apartments",GH₵ 800 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
exe chamba n hall s c for rent at amasaman,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,32 days,,
chamber & Hall s/c Nungua,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,32 days,,
single room s/c 4 rent at pokuase fise,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 200 /month,32 days,,
New&Modern 2bedroom Apartment Just 2peopl On The Compnd Spintex,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,700 /month",32 days,,
Spectacular 2bedroom With 2washrooms 4rent Spintex 1year,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
Fantastic Walled And Gated 2bedroom Apartment 4rent Spintex 1yr,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
Executive chamber & hall self-contain for rent Pantang.,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,32 days,,
EXECUTIVE 2 BEDROOMS FOR RENT AT ADJIRINGANO GALAXY,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 4,000 /month",32 days,,
Adorable Chamber&hall Apartment 4rent Spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
3BEDRM APRTMNT 4RENT@SPINTEX(1YR),"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",32 days,,
Seducing cool executive 2 bedroom apartment for rent at adjiriganor.,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 4,959 /month",32 days,,
EXEC 2 BEDROOM APT @ LABONE 4 RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 15,660 /month",32 days,,
EXEC 2 BEDROOM APT @ KASOA CHINESE FOR RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,32 days,,
executive chamber and hall for rent at East legon American house,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",32 days,,
Newly built 2 🌺bedroom 💗 Madina🌹💐,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,500 /month",32 days,,
Prestigious modern wal n gated chamba Hal selfcontain 4rent in spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,32 days,,
Ayigbe Town After West Hills Chamber And Hall Self Contain For Rent,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
Executive 2 bedroom renting at Agbogba,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",32 days,,
two bedroom apt@taifa,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
West Hills SCC Chamber And Hall Self Contain For Rent,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,32 days,,
3bed room storey for rent Abokobi,"Beds: 3, Baths: 3","Accra, Apartments",GH₵ 700 /month,32 days,,,
Nice 2bed self contained♥️John teye🌸,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
2 bedroom apartmnt 4 rent at pokuase fise,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
executive 2 bedrooms apartment for rent at East legon hills,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",32 days,,
Exquisite 2 bedroom Self Contain @ Pokuase,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",32 days,,
foe rent 2 bedrooms apartment in Lashibi,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
CHAMBER AND HALL SELF-CONTAINED FOR RENT AT TSEAADDO,"Beds: 2, Baths: 1","Greater Accra, Apartments",GH₵ 800 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
2 Bedroom fully furnished apartment for rent,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 9,000 /month",32 days,,
Impressive sweet wall n gated chamba Hal selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
NEWLY BUILT SINGLE ROOM SELF CONTAIN APARTMENT@ AGBOGBA,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,32 days,,
Newly built 2 bed self cont --Lakeside,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",32 days,,
Enormous modern wal n gated single room selfcontain 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 320 /month,32 days,,
EXECUTIVE NEWLY BUILT TWO BEDRMS APARTMENT@ AGBOGBA ASHONGMAN,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
2 Bedrooms Apartment For Rent At Tesano,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",32 days,,
Thesarous wal n gated 2bedrm 4rent Spintex 1year,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
Decorous modern wal n gated 2bedrm 2washrm 4rent spintex 1yr,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
Two bedroom apartment at oyibi,"Beds: 2, Baths: 2","Accra, Apartments",GH₵ 600 /month,32 days,,,
2 Bedrooms In A Gatted Community For Rent At Adjiringanor,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 2,500 /month",32 days,,
SINGLE ROOM SELF CONTAIN APARTMENT FOR RENT@ MADINA RAWLINGS CIRCLE,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 250 /month,32 days,,
Spontenous wall n gated 2bedrm spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 650 /month,32 days,,
Exclusive wall n gated 2bedem spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,32 days,,
Executive gated 2bedrm 1year Spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
executive 2 bedrooms apartment for rent at Adjiringanor Galaxy,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",32 days,,
FRESH 3 BEDROOM APT @ ADJIRIGANOR,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",32 days,,
Exclusive modern 3bedrm selfcompound 2washrm for rent in spintex,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",32 days,,
Wonderful And New Chamber&hall Apartmnt 4rent Spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
2bedrm 2washrm 4rent Spintex 1year,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 850 /month,32 days,,
Astonish Chamber&hall Self Contained @Spintex 1year,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
chamba n hall selfcontain 1year spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 430 /month,32 days,,
new single room selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
Madonise wall n gated 2bedrm wit 2washrm Spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 900 /month,32 days,,
3bedrm 4washrm inbuilt wardrobe 4rent Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",32 days,,
foe rent 2 bedrooms apartment in Lashibi,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Two Bedroom House for rent at Awoshie Ablekuman peace village,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
2 Bedrooms Apartment For Rent At Tantra Hills,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 900 /month,32 days,,
gated chamba n Hal selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,32 days,,
Superb neatly built single room selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,32 days,,
Capricious fuly furnished single room selfcontain 4rent Spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,32 days,,
Wall Chamba N Hal S/C 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,32 days,,
Madonise wal n gated single room selfcontain @ Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 270 /month,32 days,,
2 Bedrooms Apartment For Rent At Tabora Number 1,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
Marvlous wall and gated single room selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
executive two bed rent Kwabenya,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",32 days,,
Superb Marvlous new Chamba N Hal selfcontain spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
Wall Chamba N Hal S/C 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
two bedroom apartment-East Legon,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 3,200 /month",32 days,,
Exclusive modern wal n gated single room selfcontain Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,32 days,,
Chamba N Hal S/C 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
Wall Chamba N Hal S/C 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
Exclusive wal n gated single room selfcontain for rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,32 days,,
Two 2 bedroom apartment for rent Kasoa,"Beds: 2, Baths: 1","Accra, Apartments",GH₵ 400 /month,32 days,,,
New Single Room S/C 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 250 /month,32 days,,
preposterous Chamba Hal self contain 4rent spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",32 days,,
2bedroom apartment at ahenema kokoben,"Beds: 2, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 600 /month,32 days,,
one room self contained at kokoben,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 250 /month,32 days,,
modern wal n gated chamba Hall selfcontain spintex 1year,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 650 /month,32 days,,
THREE BEDRMS SELF CONTAIN APARTMENT@ MADINA NEW ROAD GEE BROTHERS,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",32 days,,
Extraordinary single room selfcontain 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
Palatable modern chamba Hal selfcontain selfcompound 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
CHAMBER AND HALL SELF-CONTAINED FOR RENT AT TSEAADDO,"Beds: 2, Baths: 1","Greater Accra, Apartments",GH₵ 800 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Renting this 2-bedroom apartment@Lashibi,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
CHAMBERSELF CONTAIN FOR RENT AT SCC (AGENCY TERMS APPLIED,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,32 days,,
Fablous modern wal n gated chamba Hal selfcontain 4rent spintex 1yr,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
3 Bedrooms Executive Apartment For Rent At Lapaz Nii Boi,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",32 days,,
3bedroom apartment @East Legon,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 4,770 /month",32 days,,
Stupendous modern neatly built chamba n Hal selfcontain 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
Fantamocious newly built Chamba n Hal selfcontain selfcompound spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,32 days,,
2bedrm -spintex 4rent,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 650 /month,32 days,,
"gated 2bedrm wit 2washrm, spintex","Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 750 /month,32 days,,
EXECUTIVE 3BEDRM-WEST LEGON,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,300 /month",32 days,,
3bedrm wit 3washrm for rent in spintex,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 700 /month,32 days,,
New 2bedroom apartment Spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",32 days,,
Exclusive 2bedrm selfcompound spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,32 days,,
Decorous wall and gated 2bedrm spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 750 /month,32 days,,
Fully furnished 2 bedroom apartment for rent at East Airport.,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 6,840 /month",32 days,,
Nice three bedroom house for rent at Spintex/Adogonno.,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",32 days,,
SINGLE SELF CONTAINED FOR RENT AT AWOSHIE LAST STOP,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 200 /month,32 days,,
SINGLE SELF CONTAINED FOR RENT AT ABLEKUMA AGAPE,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,32 days,,
CHAMBERSELF CONTAIN FOR RENT AT ABLEKUMA-AGAPE(AGENCY TERMS APPLIED,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,32 days,,
3 bedrooms house at Sokoban Wood Village near Kaasi,"Beds: 3, Baths: 2",MEMBER,"Kumasi, Apartments",GH₵ 600 /month,32 days,,
Executive 3 bedrooms flat at Sokoban Wood Village near Kaasi,"Beds: 3, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 600 /month,32 days,,
Nice 3 bedrooms apt at Tech Kotei - 1 year advance,"Beds: 3, Baths: 2",MEMBER,"Kumasi, Apartments",GH₵ 850 /month,32 days,,
THREE BEDRMS SELF CONTAIN APARTMENT@ MADINA NEW ROAD,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",32 days,,
THREE BEDROOMS SELF CONTAIN APARTMENT FOR RENT @ MADINA RITZ HOTEL,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",32 days,,
TWO BEFRMS SELF CONTAIN APARTMENT FOR RENT@ MADINA RITZ,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",32 days,,
spacious chamber and hall self contain @ Dansoman,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,32 days,,
